slug	name	location	stream_url	report_url	area	lon	lat
cromer-pier	Cromer Pier	Norfolk, England, United Kingdom	https://cams.cdn-surfline.com/cdn-int/uk-cromerpier/playlist.m3u8	https://www.surfline.com/surf-report/cromer-pier/584204214e65fad6a7709cf3	England, United Kingdom	1.303	52.933
croyde	Croyde	Croyde, Devon, England, United Kingdom	https://cams.cdn-surfline.com/cdn-int/uk-croyde/playlist.m3u8	https://www.surfline.com/surf-report/croyde/5842041f4e65fad6a7708ca4	Devon, England	-4.240833333	51.13027778
croyde-bay	Croyde Bay	Croyde, Devon, England, United Kingdom	https://cams.cdn-surfline.com/cdn-int/uk-croydebay/playlist.m3u8	https://www.surfline.com/surf-report/croyde-bay/5942969ce98ad90013191e1c	Devon, England	-4.2388343811	51.1296210175
croyde-front	Croyde Front	Croyde, Devon, England, United Kingdom	https://cams.cdn-surfline.com/cdn-int/uk-croydefront/playlist.m3u8	https://www.surfline.com/surf-report/croyde-front/5b0d878573d526001aef488a	Devon, England	-4.240276997986257	51.13210560514817
croyde-overview	Croyde Overview	Croyde, Devon, England, United Kingdom	https://cams.cdn-surfline.com/cdn-int/uk-croydeov/playlist.m3u8	https://www.surfline.com/surf-report/croyde-overview/5a26e9a99a7d5f001b1532f1	Devon, England	-4.238448143005371	51.13105377532131
crystal-cove	Crystal Cove	Newport Beach, Orange County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-crystalcove/playlist.m3u8	https://www.surfline.com/surf-report/crystal-cove/5842041f4e65fad6a7708f21	Orange County, California	-117.82135248184204	33.55895564746362
davis-park-surf	Davis Park Surf	Fire Island, Suffolk County, New York, United States	https://cams.cdn-surfline.com/cdn-ec/ec-davisparksurf/playlist.m3u8	https://www.surfline.com/surf-report/davis-park-surf/5943589de98ad90013191e1d	Suffolk County, New York	-73.00124073080951	40.684146289004
deerfield-beach-pier	Deerfield Beach Pier	Deerfield Beach, Broward County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-deerfieldbeach/playlist.m3u8	https://www.surfline.com/surf-report/deerfield-beach-pier/5842041f4e65fad6a770887d	Broward County, Florida	-80.07376670837	26.315497670742
del-mar-beachbreak	Del Mar Beachbreak	Del Mar, San Diego, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-delmarbeachbreak/playlist.m3u8	https://www.surfline.com/surf-report/del-mar-beachbreak/5842041f4e65fad6a77088ae	San Diego, California	-117.2703491561836	32.96773495868229
delray-beach	Delray Beach	Delray Beach, Palm Beach County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-delraybeach/playlist.m3u8	https://www.surfline.com/surf-report/delray-beach/5842041f4e65fad6a7708ad2	Palm Beach County, Florida	-80.05702579297412	26.46051542952656
diamond-head	Diamond Head	Honolulu, O‘ahu, Hawaii, United States	https://cams.cdn-surfline.com/cdn-wc/hi-dhead/playlist.m3u8	https://www.surfline.com/surf-report/diamond-head/5842041f4e65fad6a77088a2	O‘ahu, Hawaii	-157.805	21.252
doheny-rivermouth	Doheny Rivermouth	Dana Point, Orange County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-dohenyrivermouth/playlist.m3u8	https://www.surfline.com/surf-report/doheny-rivermouth/58bddc6082d034001252e3d1	Orange County, California	-117.68458127975464	33.46144895975648
doheny-state-beach	Doheny State Beach	Dana Point, Orange County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-dohenysb/playlist.m3u8	https://www.surfline.com/surf-report/doheny-state-beach/5842041f4e65fad6a77088d7	Orange County, California	-117.68702745437622	33.460840316372156
dolphinarium	Dolphinarium	Jaffa, Bat Yam, Tel Aviv, Israel	https://cams.cdn-surfline.com/cdn-int/il-dolphbeach/playlist.m3u8	https://www.surfline.com/surf-report/dolphinarium/584204204e65fad6a7709ab1	Bat Yam, Tel Aviv	34.753	32.061
dominical	Dominical	San Isidro, Pérez Zeledón, Provincia de San José, Costa Rica	https://55507e0501d25.streamlock.net/live/costarica.stream/playlist.m3u8	https://www.surfline.com/surf-report/dominical/5842041f4e65fad6a7708b9c	Pérez Zeledón, Provincia de San José	-83.8652240536727	9.250593929300813
dozomae	Dozomae	Fujisawa, Fujisawa, Kanagawa, Japan	https://namiaru-upload.cdn-surfline.com/725.mp4	https://www.surfline.com/surf-report/dozomae/584204204e65fad6a7709774	Fujisawa, Kanagawa	139.4705	35.31389
dromi--herzlyia-marina	Dromi - Herzlyia Marina	Herzliya Pituah, Herzliya, Tel Aviv, Israel	https://cams.cdn-surfline.com/cdn-int/il-dromimarina/playlist.m3u8	https://www.surfline.com/surf-report/dromi--herzlyia-marina/584204204e65fad6a7709ab7	Herzliya, Tel Aviv	34.791957	32.156073
dune-rd-west	Dune Rd. West	Westhampton, Suffolk County, New York, United States	https://cams.cdn-surfline.com/cdn-ec/ec-duneroadwest/playlist.m3u8	https://www.surfline.com/surf-report/dune-rd-west/584204214e65fad6a7709d07	Suffolk County, New York	-72.707904	40.776524
east-wittering	East Wittering	Cornwall, England, United Kingdom	https://cams.cdn-surfline.com/cdn-int/uk-eastwitterings/playlist.m3u8	https://www.surfline.com/surf-report/east-wittering/584204204e65fad6a770909d	England, United Kingdom	-0.876	50.765
eckner-street	Eckner Street	Kitty Hawk, Dare County, North Carolina, United States	https://cams.cdn-surfline.com/cdn-ec/ec-ecknerst/playlist.m3u8	https://www.surfline.com/surf-report/eckner-street/584204204e65fad6a7709990	Dare County, North Carolina	-75.70172309875488	36.08823160433465
el-porto	El Porto	Manhattan Beach, Los Angeles County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-elporto/playlist.m3u8	https://www.surfline.com/surf-report/el-porto/5842041f4e65fad6a7708906	Los Angeles County, California	-118.4208669620573	33.89859255329511
el-porto-close-up	El Porto Close-up	Manhattan Beach, Los Angeles County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-elportoclose/playlist.m3u8	https://www.surfline.com/surf-report/el-porto-close-up/5a25e409aa1aea001b27be39	Los Angeles County, California	-118.42184543609619	33.90319126307938
el-porto-north	El Porto North	Manhattan Beach, Los Angeles County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-elportofixed/playlist.m3u8	https://www.surfline.com/surf-report/el-porto-north/584204214e65fad6a7709d24	Los Angeles County, California	-118.4231436252594	33.90362759385167
el-zonte	El Zonte	La Libertad, Departamento de La Libertad, El Salvador	https://cams.cdn-surfline.com/cdn-ec/sa-elzonte/playlist.m3u8	https://www.surfline.com/surf-report/el-zonte/5b0d8b67141337001a93d553	Departamento de La Libertad, El Salvador	-89.43945314759083	13.493318846328453
faja-da-areia	Faja da Areia	São Vicente, Madeira, Portugal	https://cams.cdn-surfline.com/cdn-int/pt-fajadaareia/playlist.m3u8	https://www.surfline.com/surf-report/faja-da-areia/584204204e65fad6a77099c6	Madeira, Portugal	-17.0391719	32.8122085
figueira-da-foz	Figueira da Foz	Buarcos, Figueira da Foz Municipality, Coimbra, Portugal	https://cams.cdn-surfline.com/cdn-int/pt-figueiradafoz/playlist.m3u8	https://www.surfline.com/surf-report/figueira-da-foz/584204204e65fad6a770998e	Figueira da Foz Municipality, Coimbra	-8.877639770507812	40.14753312174811
flagler-ave-	Flagler Ave.	New Smyrna Beach, Volusia County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-flaglerave/playlist.m3u8	https://www.surfline.com/surf-report/flagler-ave-/5842041f4e65fad6a7708a96	Volusia County, Florida	-80.8933424949646	29.03874288905362
flagler-beach-pier	Flagler Beach Pier	Flagler Beach, Flagler County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-flaglerbeach/playlist.m3u8	https://www.surfline.com/surf-report/flagler-beach-pier/584204204e65fad6a7709327	Flagler County, Florida	-81.125261	29.48029
folly-beach-pier-northside	Folly Beach Pier Northside	Folly Beach, Charleston County, South Carolina, United States	https://cams.cdn-surfline.com/cdn-ec/ec-follypiernorth/playlist.m3u8	https://www.surfline.com/surf-report/folly-beach-pier-northside/5842041f4e65fad6a770886b	Charleston County, South Carolina	-79.93866920471191	32.65452454609641
folly-beach-pier-southside	Folly Beach Pier Southside	Folly Beach, Charleston County, South Carolina, United States	https://cams.cdn-surfline.com/cdn-ec/ec-follypiersouth/playlist.m3u8	https://www.surfline.com/surf-report/folly-beach-pier-southside/5842041f4e65fad6a7708a7a	Charleston County, South Carolina	-79.93995666503906	32.65444324880061
fonte-da-telha	Fonte da Telha	Charneca, Almada Municipality, Setúbal, Portugal	https://cams.cdn-surfline.com/cdn-int/pt-fontedatelha/playlist.m3u8	https://www.surfline.com/surf-report/fonte-da-telha/584204204e65fad6a77099d5	Almada Municipality, Setúbal	-9.198979139328003	38.57372110885146
freights-bay	Freights Bay	Oistins, Christ Church, Barbados	https://cams.cdn-surfline.com/cdn-ec/bb-freightsbay/playlist.m3u8	https://www.surfline.com/surf-report/freights-bay/584204204e65fad6a77099c0	Christ Church, Barbados	-59.535449	13.052708
frisco-pier	Frisco Pier	Frisco, Dare County, North Carolina, United States	https://cams.cdn-surfline.com/cdn-ec/ec-friscopier/playlist.m3u8	https://www.surfline.com/surf-report/frisco-pier/5842041f4e65fad6a7708a3b	Dare County, North Carolina	-75.63605691105828	35.22565892751075
ft-pierce-inlet	Ft. Pierce Inlet	Ft. Pierce, Saint Lucie County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-ftpierceinlet/playlist.m3u8	https://www.surfline.com/surf-report/ft-pierce-inlet/5842041f4e65fad6a7708aa3	Saint Lucie County, Florida	-80.28963603214702	27.47698783965334
gas-chambers	Gas Chambers	Pupukea, O‘ahu, Hawaii, United States	https://cams.cdn-surfline.com/cdn-wc/hi-gaschambers/playlist.m3u8	https://www.surfline.com/surf-report/gas-chambers/5842041f4e65fad6a770888f	O‘ahu, Hawaii	-158.05	21.668
gazebbo-beach	Gazebbo Beach	Herzliya Pituah, Herzliya, Tel Aviv, Israel	https://cams.cdn-surfline.com/cdn-int/il-gazebbo/playlist.m3u8	https://www.surfline.com/surf-report/gazebbo-beach/584204214e65fad6a7709d03	Herzliya, Tel Aviv	34.801	32.178
godrevy	Godrevy	Gwithian, Cornwall, England, United Kingdom	https://cams.cdn-surfline.com/cdn-int/uk-godrevy/playlist.m3u8	https://www.surfline.com/surf-report/godrevy/584204214e65fad6a7709d2a	Cornwall, England	-5.403553	50.224053
goldenwest	Goldenwest	Huntington Beach, Orange County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-goldenwest/playlist.m3u8	https://www.surfline.com/surf-report/goldenwest/5842041f4e65fad6a77088ea	Orange County, California	-118.0192012569068	33.66704400178788
grandview	Grandview	Encinitas, San Diego, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-grandview/playlist.m3u8	https://www.surfline.com/surf-report/grandview/5842041f4e65fad6a770889f	San Diego, California	-117.311737671684	33.07516210660336
greenmount	Greenmount	Gold Coast, Queensland, Australia	https://cams.cdn-surfline.com/cdn-int/au-greenmount/playlist.m3u8	https://www.surfline.com/surf-report/greenmount/5aea4194cd9646001ab81b0f	Queensland, Australia	153.54471169371504	-28.163762988492625
guethary--parlementia	Guethary - Parlementia	Guéthary, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France	https://cams.cdn-surfline.com/cdn-int/fr-guethary/playlist.m3u8	https://www.surfline.com/surf-report/guethary--parlementia/584204204e65fad6a7708ffd	Pyrénées-Atlantiques, Nouvelle-Aquitaine	-1.61	43.431
gute-beach	Gute Beach	Ashqelon, Southern District, Israel	https://cams.cdn-surfline.com/cdn-int/il-gutebeach/playlist.m3u8	https://www.surfline.com/surf-report/gute-beach/58dd6fec45792b001324d858	Southern District, Israel	34.5670223236084	31.69472550210355
hb-pier-northside	HB Pier, Northside	Huntington Beach, Orange County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-hbpierns/playlist.m3u8	https://www.surfline.com/surf-report/hb-pier-northside/5842041f4e65fad6a7708827	Orange County, California	-118.00457903563552	33.65617490126724
hb-pier-northside-overview	HB Pier, Northside Overview	Huntington Beach, Orange County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-hbpiernsov/playlist.m3u8	https://www.surfline.com/surf-report/hb-pier-northside-overview/584204204e65fad6a77091aa	Orange County, California	-118.00544198988518	33.65665742463298
hb-pier-south-closeup	HB Pier, South Closeup	Huntington Beach, Orange County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-hbpiersclose/playlist.m3u8	https://www.surfline.com/surf-report/hb-pier-south-closeup/5977abb3b38c2300127471ec	Orange County, California	-118.00316870212555	33.65544147271585
hb-pier-southside	HB Pier, Southside	Huntington Beach, Orange County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-hbpierss/playlist.m3u8	https://www.surfline.com/surf-report/hb-pier-southside/5842041f4e65fad6a77088ed	Orange County, California	-118.0032588192	33.654213041213
hb-pier-southside-overview	HB Pier, Southside Overview	Huntington Beach, Orange County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-hbpierssov/playlist.m3u8	https://www.surfline.com/surf-report/hb-pier-southside-overview/58bdea400cec4200133464f0	Orange County, California	-118.00136089324951	33.65420905128059
haleiwa	Haleiwa	Hale‘iwa, O‘ahu, Hawaii, United States	https://cams.cdn-surfline.com/cdn-wc/hi-haleiwa/playlist.m3u8	https://www.surfline.com/surf-report/haleiwa/5842041f4e65fad6a7708df5	O‘ahu, Hawaii	-158.109	21.597
harlyn	Harlyn	Padstow, Cornwall, England, United Kingdom	https://cams.cdn-surfline.com/cdn-int/uk-harlyn/playlist.m3u8	https://www.surfline.com/surf-report/harlyn/584204204e65fad6a77090b2	Cornwall, England	-4.997	50.543
hermosa-pier-northside	Hermosa Pier Northside	Hermosa Beach, Los Angeles County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-hermosapierns/playlist.m3u8	https://www.surfline.com/surf-report/hermosa-pier-northside/5b17281e4a274e001a11fcc3	Los Angeles County, California	-118.406488743804	33.863543271422984
hermosa-pier-southside	Hermosa Pier Southside	Hermosa Beach, Los Angeles County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-hermosapierss/playlist.m3u8	https://www.surfline.com/surf-report/hermosa-pier-southside/5b17293b9f631f001a010d54	Los Angeles County, California	-118.40446791677738	33.86003711966244
hightower-beach	Hightower Beach	Satellite Beach, Brevard County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-hightowerpark/playlist.m3u8	https://www.surfline.com/surf-report/hightower-beach/584204214e65fad6a7709cbd	Brevard County, Florida	-80.59347152709961	28.194427948782923
hikichigawa-kako	Hikichigawa kako	Fujisawa, Fujisawa, Kanagawa, Japan	https://namiaru-upload.cdn-surfline.com/705.mp4	https://www.surfline.com/surf-report/hikichigawa-kako/584204204e65fad6a7709775	Fujisawa, Kanagawa	139.4692	35.31447
hilton-beach	Hilton Beach	Tel Aviv, Tel Aviv, Israel	https://cams.cdn-surfline.com/cdn-int/il-hiltonbeach/playlist.m3u8	https://www.surfline.com/surf-report/hilton-beach/584204204e65fad6a770913b	Tel Aviv, Israel	34.7668	32.089
hither-hills-state-park	Hither Hills State Park	Montauk, Suffolk County, New York, United States	https://cams.cdn-surfline.com/cdn-ec/ec-hitherhills/playlist.m3u8	https://www.surfline.com/surf-report/hither-hills-state-park/59e4fcf7149cf2001b850f34	Suffolk County, New York	-72.00915813446045	41.00764478389438
hudson-ave-	Hudson Ave.	Harvey Cedars, Ocean County, New Jersey, United States	https://cams.cdn-surfline.com/cdn-ec/ec-harveycedars/playlist.m3u8	https://www.surfline.com/surf-report/hudson-ave-/5842041f4e65fad6a7708a10	Ocean County, New Jersey	-74.140682	39.692364
huntington-st-overview	Huntington St. Overview	Huntington Beach, Orange County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-huntingtonstov/playlist.m3u8	https://www.surfline.com/surf-report/huntington-st-overview/58bdebbc82d034001252e3d2	Orange County, California	-117.98588991165161	33.64304500972387
huntington-state-beach	Huntington State Beach	Huntington Beach, Orange County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-hbstatebeach/playlist.m3u8	https://www.surfline.com/surf-report/huntington-state-beach/584204204e65fad6a770998c	Orange County, California	-117.985944738959	33.64377868530139
impossibles	Impossibles	Pecatu, Bali, Bali, Indonesia	https://cams.cdn-surfline.com/cdn-int/id-impossibles/playlist.m3u8	https://www.surfline.com/surf-report/impossibles/5842041f4e65fad6a7708d42	Bali, Bali	115.108	-8.807
irago	Irago Loco	Tahara, Tahara-shi, Aichi, Japan	https://namiaru-upload.cdn-surfline.com/905.mp4	https://www.surfline.com/surf-report/irago/584204204e65fad6a77090e4	Tahara-shi, Aichi	137.194	34.604
irago-long-beach	Irago Long Beach	Tahara, Tahara-shi, Aichi, Japan	https://namiaru-upload.cdn-surfline.com/904.mp4	https://www.surfline.com/surf-report/irago-long-beach/584204204e65fad6a77090e5	Tahara-shi, Aichi	137.218	34.612
isonoura-mein	Isonoura/Mein	Minato, Wakayama Shi, Wakayama, Japan	https://namiaru-upload.cdn-surfline.com/1005.mp4	https://www.surfline.com/surf-report/isonoura-mein/584204204e65fad6a77097f3	Wakayama Shi, Wakayama	135.093	34.2585
jack-s	Jack's	Santa Cruz, Santa Cruz County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-jacks/playlist.m3u8	https://www.surfline.com/surf-report/jack-s/5842041f4e65fad6a770880b	Santa Cruz County, California	-121.9688916687345	36.9577428006493
jacksonville-beach-pier	Jacksonville Beach Pier	Jacksonville Beach, Duval County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-jacksonvillepier/playlist.m3u8	https://www.surfline.com/surf-report/jacksonville-beach-pier/5842041f4e65fad6a7708aa0	Duval County, Florida	-81.38578534126282	30.292626880836885
jalama	Jalama	Lompoc, Santa Barbara County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-jalama/playlist.m3u8	https://www.surfline.com/surf-report/jalama/5842041f4e65fad6a7708991	Santa Barbara County, California	-120.5034829195008	34.50875036590315
jennette-s-pier-fishing-cam	Jennette's Pier Fishing Cam	Nags Head, Dare County, North Carolina, United States	https://cams.cdn-surfline.com/cdn-ec/ec-jennettesfish/playlist.m3u8	https://www.surfline.com/surf-report/jennette-s-pier-fishing-cam/584204204e65fad6a7709ae7	Dare County, North Carolina	-75.59596274214957	35.90995858270986
jennette-s-pier-northside	Jennette's Pier, Northside	Nags Head, Dare County, North Carolina, United States	https://cams.cdn-surfline.com/cdn-ec/ec-jennettesnorth/playlist.m3u8	https://www.surfline.com/surf-report/jennette-s-pier-northside/584204204e65fad6a7709a9e	Dare County, North Carolina	-75.59549353770404	35.91081086393117
jennette-s-pier-southside	Jennette's Pier, Southside	Nags Head, Dare County, North Carolina, United States	https://cams.cdn-surfline.com/cdn-ec/ec-jennettessouth/playlist.m3u8	https://www.surfline.com/surf-report/jennette-s-pier-southside/584204204e65fad6a7709981	Dare County, North Carolina	-75.59297561645508	35.90992900115943
jobos	Jobos	San Antonio, Montaña Barrio, Aguadilla, Puerto Rico	https://cams.cdn-surfline.com/cdn-ec/pr-jobos/playlist.m3u8	https://www.surfline.com/surf-report/jobos/5842041f4e65fad6a7708c48	Montaña Barrio, Aguadilla	-67.077	18.515
jocko-s	Jocko's	Pupukea, O‘ahu, Hawaii, United States	https://cams.cdn-surfline.com/cdn-wc/hi-jockos/playlist.m3u8	https://www.surfline.com/surf-report/jocko-s/5842041f4e65fad6a7708897	O‘ahu, Hawaii	-158.085	21.623
juno-pier	Juno Pier	Juno Beach, Palm Beach County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-junopier/playlist.m3u8	https://www.surfline.com/surf-report/juno-pier/5842041f4e65fad6a7708b78	Palm Beach County, Florida	-80.05400139021499	26.89373014286459
k-38	K-38	Ciudad Morelos, Playas de Rosarito, Baja California, Mexico	https://cams.cdn-surfline.com/cdn-wc/mx-k38/playlist.m3u8	https://www.surfline.com/surf-report/k-38/584204204e65fad6a77091ba	Playas de Rosarito, Baja California	-117.006	32.264
kadarim	Kadarim	Haifa, Haifa, Israel	https://cams.cdn-surfline.com/cdn-int/il-haifa/playlist.m3u8	https://www.surfline.com/surf-report/kadarim/584204204e65fad6a7709aa3	Haifa, Israel	34.955	32.796
kahalu-u-bay	Kahalu'u Bay	Kahaluu-Keauhou, Island of Hawai‘i, Hawaii, United States	https://cams.cdn-surfline.com/cdn-wc/hi-kahaluubay/playlist.m3u8	https://www.surfline.com/surf-report/kahalu-u-bay/5842041f4e65fad6a7708e19	Island of Hawai‘i, Hawaii	-155.969	19.581
kamakomae	Kamakomae	Kamakura, Kamakura, Kanagawa, Japan	https://namiaru-upload.cdn-surfline.com/703.mp4	https://www.surfline.com/surf-report/kamakomae/584204204e65fad6a770976c	Kamakura, Kanagawa	139.4995	35.30586
keramas	Keramas	Gianyar, Bali, Bali, Indonesia	https://cams.cdn-surfline.com/cdn-int/id-keramas/playlist.m3u8	https://www.surfline.com/surf-report/keramas/5842041f4e65fad6a7708d4e	Bali, Bali	115.3390833	-8.598583333
killers	Killers	Taghazout, Taghazout, Agadir-Ida-ou-Tnan, Souss-Massa, Morocco	https://cams.cdn-surfline.com/cdn-int/ma-killers/playlist.m3u8	https://www.surfline.com/surf-report/killers/5842041f4e65fad6a7708cfa	Taghazout, Agadir-Ida-ou-Tnan	-9.738317	30.553444
kirra	Kirra	Gold Coast, Queensland, Australia	https://cams.cdn-surfline.com/cdn-int/au-kirra/playlist.m3u8	https://www.surfline.com/surf-report/kirra/5842041f4e65fad6a7708be9	Queensland, Australia	153.5358943254714	-28.16436510036895
kitty-hawk-pier	Kitty Hawk Pier	Kitty Hawk, Dare County, North Carolina, United States	https://cams.cdn-surfline.com/cdn-ec/ec-kittyhawk/playlist.m3u8	https://www.surfline.com/surf-report/kitty-hawk-pier/5842041f4e65fad6a7708a44	Dare County, North Carolina	-75.71107462163894	36.10126676607491
kounohamamein	Kounohamamein	Shima, Shima, Mie, Japan	https://namiaru-upload.cdn-surfline.com/1012.mp4	https://www.surfline.com/surf-report/kounohamamein/584204204e65fad6a77097e7	Shima, Mie	136.8815	34.3446
la-jolla-shores	La Jolla Shores	La Jolla, San Diego, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-lajollashores/playlist.m3u8	https://www.surfline.com/surf-report/la-jolla-shores/5842041f4e65fad6a77088cc	San Diego, California	-117.257	32.863
la-nord	La Nord	Capbreton, Landes, Nouvelle-Aquitaine, France	https://cams.cdn-surfline.com/cdn-int/fr-hossegor/playlist.m3u8	https://www.surfline.com/surf-report/la-nord/584204204e65fad6a7708fec	Landes, Nouvelle-Aquitaine	-1.446	43.665
la-ocho	La Ocho	San Juan, San Juan Antiguo Barrio, San Juan, Puerto Rico	https://cams.cdn-surfline.com/cdn-ec/pr-laocho/playlist.m3u8	https://www.surfline.com/surf-report/la-ocho/5842041f4e65fad6a7708c62	San Juan Antiguo Barrio, San Juan	-66.09329078666576	18.4686235261857
lacanau	Lacanau	Lacanau, Gironde, Nouvelle-Aquitaine, France	https://cams.cdn-surfline.com/cdn-int/fr-lacanau/playlist.m3u8	https://www.surfline.com/surf-report/lacanau/5842041f4e65fad6a7708c8d	Gironde, Nouvelle-Aquitaine	-1.2025	45.00222222
lagide	Lagide	Atouguia da Baleia, Peniche Municipality, Leiria, Portugal	https://cams.cdn-surfline.com/cdn-int/pt-lagide/playlist.m3u8	https://www.surfline.com/surf-report/lagide/58bdf3a70cec4200133464f2	Peniche Municipality, Leiria	-9.331340789794922	39.374914274508626
lagide-overview	Lagide Overview	Atouguia da Baleia, Peniche Municipality, Leiria, Portugal	https://cams.cdn-surfline.com/cdn-int/pt-lagideov/playlist.m3u8	https://www.surfline.com/surf-report/lagide-overview/5b0d7f4a6676c1001aa982c5	Peniche Municipality, Leiria	-9.330150158413971	39.37482724889624
lahinch-beach	Lahinch Beach	Ennis, Cork City, Munster, Ireland	https://cams.cdn-surfline.com/cdn-int/ie-lahinch/playlist.m3u8	https://www.surfline.com/surf-report/lahinch-beach/584204204e65fad6a7709126	Cork City, Munster	-9.353	52.929
lake-worth-pier-northside	Lake Worth Pier Northside	Lake Worth, Palm Beach County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-lakeworth/playlist.m3u8	https://www.surfline.com/surf-report/lake-worth-pier-northside/5842041f4e65fad6a7708b72	Palm Beach County, Florida	-80.0338935958445	26.61270529048399
laniakea	Laniakea	Hale‘iwa, O‘ahu, Hawaii, United States	https://cams.cdn-surfline.com/cdn-wc/hi-laniakea/playlist.m3u8	https://www.surfline.com/surf-report/laniakea/5842041f4e65fad6a7708898	O‘ahu, Hawaii	-158.088	21.62
laniakea-inside	Laniakea Inside	Hale‘iwa, O‘ahu, Hawaii, United States	https://cams.cdn-surfline.com/cdn-wc/hi-laniakeainside/playlist.m3u8	https://www.surfline.com/surf-report/laniakea-inside/590a2abd6a2e4300134fbed9	O‘ahu, Hawaii	-158.08571934700012	21.619372107107953
las-flores	Las Flores	Chirilagua, Departamento de San Miguel, El Salvador	https://cams.cdn-surfline.com/cdn-ec/sa-lasflores/playlist.m3u8	https://www.surfline.com/surf-report/las-flores/5842041f4e65fad6a7708dbe	Departamento de San Miguel, El Salvador	-88.117981	13.167687
las-gaviotas	Las Gaviotas	Primo Tapia, Playas de Rosarito, Baja California, Mexico	https://cams.cdn-surfline.com/cdn-wc/mx-lasgaviotas/playlist.m3u8	https://www.surfline.com/surf-report/las-gaviotas/584204204e65fad6a77091b9	Playas de Rosarito, Baja California	-116.911	32.171
lavenia-ave-	Lavenia Ave.	Brant Beach, Ocean County, New Jersey, United States	https://cams.cdn-surfline.com/cdn-ec/ec-75thnj/playlist.m3u8	https://www.surfline.com/surf-report/lavenia-ave-/5b03548e4a274e001a11e4c0	Ocean County, New Jersey	-74.19962795547798	39.6114410903243
leadbetter-point	Leadbetter Point	Santa Barbara, Santa Barbara County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-leadbetter/playlist.m3u8	https://www.surfline.com/surf-report/leadbetter-point/5842041f4e65fad6a7708960	Santa Barbara County, California	-119.7021258722641	34.39836265281686
leo-carrillo	Leo Carrillo	Malibu, Los Angeles County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-leocarrillosb/playlist.m3u8	https://www.surfline.com/surf-report/leo-carrillo/5842041f4e65fad6a770893f	Los Angeles County, California	-118.932943	34.043762
les-estagnots	Les Estagnots	Soorts-Hossegor, Landes, Nouvelle-Aquitaine, France	https://cams.cdn-surfline.com/cdn-int/fr-lesestagnots/playlist.m3u8	https://www.surfline.com/surf-report/les-estagnots/584204204e65fad6a7708feb	Landes, Nouvelle-Aquitaine	-1.444	43.686
lido-beach	Lido Beach	Point Lookout, Nassau County, New York, United States	https://cams.cdn-surfline.com/cdn-ec/ec-lido/playlist.m3u8	https://www.surfline.com/surf-report/lido-beach/5842041f4e65fad6a77089e2	Nassau County, New York	-73.60011577606201	40.58501728105349
lighthouse-third-groin	Lighthouse Third Groin	Buxton, Dare County, North Carolina, United States	https://cams.cdn-surfline.com/cdn-ec/ec-hatterasgroin/playlist.m3u8	https://www.surfline.com/surf-report/lighthouse-third-groin/5a8e04908f823d00201aeae4	Dare County, North Carolina	-75.51940332609723	35.25636522782621
lincoln-city	Lincoln City	Lincoln City, Lincoln County, Oregon, United States	https://cams.cdn-surfline.com/cdn-wc/wc-lincolncityor/playlist.m3u8	https://www.surfline.com/surf-report/lincoln-city/5842041f4e65fad6a77089b4	Lincoln County, Oregon	-124.0219017690976	44.95857310226525
